REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Vermont,2012,52,12,,,91.67,,
States,Virginia,2012,52,284,,,42.25,,
States,Washington,2012,52,498,,,31.33,,
States,West Virginia,2012,52,668,,,33.38,,
States,Wisconsin,2012,52,216,,,69.91,,
States,Wyoming,2012,52,70,,,38.57,,
States,Puerto Rico,2012,52,10,,,100,,
States,Virgin Islands,2012,52,0,,,0,,
States,New York City,2012,52,X,,,X,,
States,Alabama,2013,1,141,,,29.79,,
States,Alaska,2013,1,102,,,27.45,,
States,Arizona,2013,1,316,,,71.2,,
States,Arkansas,2013,1,85,,,29.41,,
States,California,2013,1,562,,,13.52,,
States,Colorado,2013,1,918,,,23.31,,
States,Connecticut,2013,1,654,,,40.37,,
States,Delaware,2013,1,286,,,48.25,,
States,District of Columbia,2013,1,X,,,X,,
States,Florida,2013,1,X,,,X,,
States,Georgia,2013,1,1714,,,24.8,,
States,Hawaii,2013,1,327,,,25.38,,
States,Idaho,2013,1,47,,,85.11,,
States,Illinois,2013,1,186,,,26.88,,
States,Indiana,2013,1,81,,,54.32,,
States,Iowa,2013,1,277,,,54.51,,
States,Kansas,2013,1,17,,,64.71,,
States,Kentucky,2013,1,54,,,27.78,,
States,Louisiana,2013,1,276,,,22.83,,
States,Maine,2013,1,122,,,51.64,,
States,Maryland,2013,1,562,,,75.98,,
States,Massachusetts,2013,1,60,,,33.33,,
States,Michigan,2013,1,58,,,89.66,,
States,Minnesota,2013,1,800,,,55.88,,
States,Mississippi,2013,1,143,,,22.38,,
States,Missouri,2013,1,335,,,9.25,,
States,Montana,2013,1,197,,,45.69,,
States,Nebraska,2013,1,124,,,41.13,,
States,Nevada,2013,1,52,,,50,,
States,New Hampshire,2013,1,39,,,41.03,,
States,New Jersey,2013,1,X,,,X,,
States,New Mexico,2013,1,39,,,92.31,,
States,New York,2013,1,1989,,,31.42,,
States,North Carolina,2013,1,28,,,50,,
States,North Dakota,2013,1,523,,,30.21,,
States,Ohio,2013,1,193,,,57.51,,
States,Oklahoma,2013,1,229,,,25.76,,
States,Oregon,2013,1,49,,,69.39,,
States,Pennsylvania,2013,1,474,,,50.42,,
States,Rhode Island,2013,1,X,,,X,,
States,South Carolina,2013,1,407,,,21.62,,
States,South Dakota,2013,1,173,,,36.99,,
States,Tennessee,2013,1,61,,,34.43,,
States,Texas,2013,1,2481,,,29.71,,
States,Utah,2013,1,1436,,,33.7,,
States,Vermont,2013,1,16,,,75,,
States,Virginia,2013,1,383,,,38.9,,
States,Washington,2013,1,604,,,27.48,,
States,West Virginia,2013,1,731,,,26.68,,
States,Wisconsin,2013,1,282,,,59.22,,
States,Wyoming,2013,1,82,,,40.24,,
States,Puerto Rico,2013,1,X,,,X,,
States,Virgin Islands,2013,1,0,,,0,,
States,New York City,2013,1,X,,,X,,
States,Alabama,2013,2,122,,,25.41,,
States,Alaska,2013,2,131,,,20.61,,
States,Arizona,2013,2,341,,,68.91,,
States,Arkansas,2013,2,117,,,31.62,,
States,California,2013,2,650,,,18.31,,
States,Colorado,2013,2,881,,,20.89,,
States,Connecticut,2013,2,700,,,39,,
States,Delaware,2013,2,352,,,46.02,,
States,District of Columbia,2013,2,X,,,X,,
States,Florida,2013,2,X,,,X,,
States,Georgia,2013,2,1495,,,20.6,,
States,Hawaii,2013,2,368,,,37.23,,
States,Idaho,2013,2,53,,,86.79,,
States,Illinois,2013,2,224,,,19.64,,
States,Indiana,2013,2,141,,,32.62,,
States,Iowa,2013,2,301,,,48.5,,
States,Kansas,2013,2,13,,,53.85,,
States,Kentucky,2013,2,99,,,46.46,,
States,Louisiana,2013,2,315,,,28.89,,
States,Maine,2013,2,137,,,46.72,,
States,Maryland,2013,2,552,,,67.75,,
States,Massachusetts,2013,2,95,,,32.63,,
States,Michigan,2013,2,124,,,84.68,,
States,Minnesota,2013,2,832,,,47.48,,
States,Mississippi,2013,2,128,,,25,,
States,Missouri,2013,2,357,,,10.08,,
States,Montana,2013,2,269,,,43.12,,
States,Nebraska,2013,2,169,,,41.42,,
States,Nevada,2013,2,78,,,52.56,,
States,New Hampshire,2013,2,49,,,32.65,,
States,New Jersey,2013,2,X,,,X,,
States,New Mexico,2013,2,66,,,50,,
States,New York,2013,2,2460,,,30.16,,
States,North Carolina,2013,2,34,,,47.06,,
States,North Dakota,2013,2,617,,,24.96,,
States,Ohio,2013,2,266,,,36.09,,
States,Oklahoma,2013,2,339,,,32.74,,
States,Oregon,2013,2,104,,,65.38,,
States,Pennsylvania,2013,2,486,,,48.97,,
States,Rhode Island,2013,2,X,,,X,,
States,South Carolina,2013,2,388,,,16.49,,
States,South Dakota,2013,2,242,,,38.43,,
States,Tennessee,2013,2,135,,,38.52,,
States,Texas,2013,2,2727,,,31.21,,
States,Utah,2013,2,1538,,,32.77,,
States,Vermont,2013,2,12,,,58.33,,
States,Virginia,2013,2,432,,,34.03,,
States,Washington,2013,2,811,,,34.16,,
States,West Virginia,2013,2,858,,,29.37,,
States,Wisconsin,2013,2,285,,,53.33,,
States,Wyoming,2013,2,84,,,30.95,,
States,Puerto Rico,2013,2,10,,,100,,
States,Virgin Islands,2013,2,0,,,0,,
States,New York City,2013,2,X,,,X,,
States,Alabama,2013,3,78,,,29.49,,
States,Alaska,2013,3,131,,,19.08,,
States,Arizona,2013,3,345,,,69.86,,
States,Arkansas,2013,3,112,,,35.71,,
States,California,2013,3,836,,,19.74,,
States,Colorado,2013,3,900,,,25.78,,
States,Connecticut,2013,3,597,,,31.32,,
States,Delaware,2013,3,268,,,44.4,,
States,District of Columbia,2013,3,X,,,X,,
States,Florida,2013,3,X,,,X,,
States,Georgia,2013,3,1228,,,15.31,,
States,Hawaii,2013,3,421,,,36.34,,
States,Idaho,2013,3,47,,,74.47,,
States,Illinois,2013,3,199,,,14.57,,
States,Indiana,2013,3,129,,,26.36,,
States,Iowa,2013,3,333,,,42.34,,
States,Kansas,2013,3,18,,,77.78,,
States,Kentucky,2013,3,68,,,27.94,,
States,Louisiana,2013,3,353,,,26.06,,
States,Maine,2013,3,87,,,44.83,,
States,Maryland,2013,3,411,,,61.31,,
States,Massachusetts,2013,3,129,,,24.03,,
States,Michigan,2013,3,104,,,68.27,,
States,Minnesota,2013,3,604,,,38.58,,
States,Mississippi,2013,3,90,,,16.67,,
States,Missouri,2013,3,374,,,10.16,,
States,Montana,2013,3,262,,,30.53,,
States,Nebraska,2013,3,176,,,46.59,,
States,Nevada,2013,3,125,,,57.6,,
States,New Hampshire,2013,3,32,,,40.63,,
States,New Jersey,2013,3,X,,,X,,
States,New Mexico,2013,3,92,,,61.96,,
States,New York,2013,3,2782,,,23.87,,
States,North Carolina,2013,3,37,,,35.14,,
States,North Dakota,2013,3,335,,,28.96,,
States,Ohio,2013,3,255,,,38.04,,
States,Oklahoma,2013,3,277,,,31.05,,
States,Oregon,2013,3,120,,,74.17,,
States,Pennsylvania,2013,3,444,,,44.37,,
States,Rhode Island,2013,3,X,,,X,,
States,South Carolina,2013,3,285,,,11.23,,
States,South Dakota,2013,3,251,,,29.48,,
States,Tennessee,2013,3,124,,,23.39,,
States,Texas,2013,3,2443,,,31.35,,
States,Utah,2013,3,1480,,,27.16,,
States,Vermont,2013,3,27,,,48.15,,
States,Virginia,2013,3,313,,,25.88,,
States,Washington,2013,3,800,,,24,,
States,West Virginia,2013,3,827,,,28.54,,
States,Wisconsin,2013,3,196,,,46.94,,
States,Wyoming,2013,3,134,,,26.87,,
States,Puerto Rico,2013,3,12,,,100,,
States,Virgin Islands,2013,3,0,,,0,,
States,New York City,2013,3,X,,,X,,
States,Alabama,2013,4,94,,,14.89,,
States,Alaska,2013,4,141,,,22.7,,
States,Arizona,2013,4,427,,,74.47,,
States,Arkansas,2013,4,131,,,30.53,,
States,California,2013,4,956,,,37.55,,
States,Colorado,2013,4,909,,,22.66,,
States,Connecticut,2013,4,419,,,29.83,,
States,Delaware,2013,4,209,,,38.76,,
States,District of Columbia,2013,4,X,,,X,,
States,Florida,2013,4,X,,,X,,
States,Georgia,2013,4,994,,,11.07,,
States,Hawaii,2013,4,710,,,25.35,,
States,Idaho,2013,4,51,,,94.12,,
States,Illinois,2013,4,134,,,16.42,,
States,Indiana,2013,4,138,,,42.03,,
States,Iowa,2013,4,257,,,35.02,,
States,Kansas,2013,4,21,,,71.43,,
States,Kentucky,2013,4,73,,,23.29,,
States,Louisiana,2013,4,338,,,24.56,,
States,Maine,2013,4,55,,,32.73,,
States,Maryland,2013,4,273,,,53.85,,
States,Massachusetts,2013,4,93,,,20.43,,
States,Michigan,2013,4,37,,,54.05,,
States,Minnesota,2013,4,489,,,37.63,,
States,Mississippi,2013,4,85,,,8.24,,
States,Missouri,2013,4,318,,,7.55,,
States,Montana,2013,4,224,,,20.54,,
States,Nebraska,2013,4,155,,,34.84,,
States,Nevada,2013,4,117,,,66.67,,
States,New Hampshire,2013,4,16,,,25,,
States,New Jersey,2013,4,X,,,X,,
States,New Mexico,2013,4,91,,,63.74,,
States,New York,2013,4,2134,,,19.31,,
States,North Carolina,2013,4,25,,,28,,
States,North Dakota,2013,4,281,,,26.33,,
States,Ohio,2013,4,220,,,27.27,,
States,Oklahoma,2013,4,229,,,33.62,,
States,Oregon,2013,4,116,,,74.14,,
States,Pennsylvania,2013,4,353,,,45.04,,
States,Rhode Island,2013,4,X,,,X,,
States,South Carolina,2013,4,191,,,10.99,,
States,South Dakota,2013,4,226,,,23.89,,
States,Tennessee,2013,4,103,,,33.98,,
States,Texas,2013,4,2422,,,28.03,,
States,Utah,2013,4,1304,,,27.91,,
States,Vermont,2013,4,29,,,55.17,,
States,Virginia,2013,4,261,,,21.07,,
States,Washington,2013,4,781,,,27.53,,
States,West Virginia,2013,4,675,,,22.96,,
States,Wisconsin,2013,4,161,,,49.07,,
States,Wyoming,2013,4,71,,,32.39,,
States,Puerto Rico,2013,4,10,,,90,,
States,Virgin Islands,2013,4,0,,,0,,
States,New York City,2013,4,X,,,X,,
States,Alabama,2013,5,80,,,8.75,,
States,Alaska,2013,5,124,,,14.52,,
States,Arizona,2013,5,327,,,64.22,,
States,Arkansas,2013,5,103,,,40.78,,
States,California,2013,5,981,,,36.09,,
States,Colorado,2013,5,802,,,17.83,,
States,Connecticut,2013,5,352,,,22.73,,
States,Delaware,2013,5,203,,,36.95,,
States,District of Columbia,2013,5,X,,,X,,
States,Florida,2013,5,X,,,X,,
States,Georgia,2013,5,890,,,14.61,,
States,Hawaii,2013,5,630,,,29.68,,
States,Idaho,2013,5,40,,,90,,
States,Illinois,2013,5,120,,,13.33,,
States,Indiana,2013,5,123,,,33.33,,
States,Iowa,2013,5,190,,,32.11,,
States,Kansas,2013,5,12,,,75,,
States,Kentucky,2013,5,61,,,39.34,,
States,Louisiana,2013,5,254,,,22.83,,
States,Maine,2013,5,41,,,41.46,,
States,Maryland,2013,5,207,,,47.83,,
States,Massachusetts,2013,5,86,,,17.44,,
States,Michigan,2013,5,26,,,84.62,,
States,Minnesota,2013,5,412,,,27.43,,
States,Mississippi,2013,5,65,,,15.38,,
States,Missouri,2013,5,184,,,16.3,,
States,Montana,2013,5,231,,,21.65,,
States,Nebraska,2013,5,156,,,37.82,,
States,Nevada,2013,5,91,,,58.24,,
States,New Hampshire,2013,5,14,,,0,,
States,New Jersey,2013,5,X,,,X,,
States,New Mexico,2013,5,76,,,50,,
States,New York,2013,5,1893,,,18.75,,
States,North Carolina,2013,5,22,,,22.73,,
States,North Dakota,2013,5,275,,,24.36,,
States,Ohio,2013,5,182,,,38.46,,
States,Oklahoma,2013,5,280,,,33.57,,
States,Oregon,2013,5,130,,,70.77,,
States,Pennsylvania,2013,5,320,,,36.56,,
States,Rhode Island,2013,5,X,,,X,,
States,South Carolina,2013,5,217,,,14.29,,
States,South Dakota,2013,5,183,,,25.68,,
States,Tennessee,2013,5,87,,,39.08,,
States,Texas,2013,5,1766,,,24.18,,
States,Utah,2013,5,1273,,,23.02,,
States,Vermont,2013,5,X,,,X,,
States,Virginia,2013,5,219,,,16.89,,
States,Washington,2013,5,699,,,20.74,,
States,West Virginia,2013,5,560,,,17.86,,
States,Wisconsin,2013,5,152,,,42.76,,
States,Wyoming,2013,5,61,,,31.15,,
States,Puerto Rico,2013,5,13,,,100,,
States,Virgin Islands,2013,5,0,,,0,,
States,New York City,2013,5,X,,,X,,
States,Alabama,2013,6,93,,,4.3,,
States,Alaska,2013,6,109,,,14.68,,
States,Arizona,2013,6,240,,,54.58,,
States,Arkansas,2013,6,95,,,32.63,,
States,California,2013,6,912,,,26.43,,
States,Colorado,2013,6,776,,,16.88,,
States,Connecticut,2013,6,271,,,21.03,,
States,Delaware,2013,6,152,,,48.03,,
States,District of Columbia,2013,6,X,,,X,,
States,Florida,2013,6,X,,,X,,
States,Georgia,2013,6,1050,,,19.05,,
States,Hawaii,2013,6,579,,,29.19,,
States,Idaho,2013,6,33,,,84.85,,
States,Illinois,2013,6,119,,,6.72,,
States,Indiana,2013,6,108,,,28.7,,
States,Iowa,2013,6,183,,,30.05,,
States,Kansas,2013,6,12,,,58.33,,
States,Kentucky,2013,6,68,,,25,,
States,Louisiana,2013,6,276,,,18.48,,
States,Maine,2013,6,27,,,29.63,,
States,Maryland,2013,6,191,,,47.64,,
States,Massachusetts,2013,6,79,,,16.46,,
States,Michigan,2013,6,24,,,91.67,,
States,Minnesota,2013,6,287,,,25.09,,
States,Mississippi,2013,6,66,,,16.67,,
States,Missouri,2013,6,359,,,5.01,,
States,Montana,2013,6,222,,,16.67,,
States,Nebraska,2013,6,122,,,37.7,,
States,Nevada,2013,6,74,,,48.65,,
States,New Hampshire,2013,6,X,,,X,,
States,New Jersey,2013,6,X,,,X,,
States,New Mexico,2013,6,70,,,50,,
States,New York,2013,6,1455,,,16.84,,
States,North Carolina,2013,6,15,,,20,,
States,North Dakota,2013,6,261,,,23.75,,
States,Ohio,2013,6,131,,,32.82,,
States,Oklahoma,2013,6,188,,,29.26,,
States,Oregon,2013,6,79,,,75.95,,
States,Pennsylvania,2013,6,289,,,32.87,,
States,Rhode Island,2013,6,X,,,X,,
States,South Carolina,2013,6,197,,,15.74,,
States,South Dakota,2013,6,172,,,18.02,,
States,Tennessee,2013,6,82,,,36.59,,
States,Texas,2013,6,1389,,,20.37,,
States,Utah,2013,6,1233,,,20.36,,
States,Vermont,2013,6,X,,,X,,
States,Virginia,2013,6,247,,,16.19,,
States,Washington,2013,6,664,,,14.46,,
States,West Virginia,2013,6,432,,,15.28,,
States,Wisconsin,2013,6,118,,,27.12,,
States,Wyoming,2013,6,57,,,21.05,,
States,Puerto Rico,2013,6,18,,,100,,
States,Virgin Islands,2013,6,0,,,0,,
States,New York City,2013,6,X,,,X,,
States,Alabama,2013,7,70,,,4.29,,
States,Alaska,2013,7,86,,,12.79,,
States,Arizona,2013,7,169,,,42.6,,
States,Arkansas,2013,7,94,,,22.34,,
States,California,2013,7,808,,,18.94,,
States,Colorado,2013,7,755,,,18.01,,
States,Connecticut,2013,7,208,,,15.87,,
States,Delaware,2013,7,115,,,36.52,,
States,District of Columbia,2013,7,15,,,53.33,,
States,Florida,2013,7,X,,,X,,
States,Georgia,2013,7,1096,,,20.89,,
States,Hawaii,2013,7,517,,,28.82,,
States,Idaho,2013,7,25,,,84,,
States,Illinois,2013,7,109,,,9.17,,
States,Indiana,2013,7,93,,,23.66,,
States,Iowa,2013,7,142,,,24.65,,
States,Kansas,2013,7,11,,,63.64,,
States,Kentucky,2013,7,65,,,20,,
States,Louisiana,2013,7,225,,,16,,
States,Maine,2013,7,17,,,11.76,,
States,Maryland,2013,7,143,,,54.55,,
States,Massachusetts,2013,7,67,,,22.39,,
States,Michigan,2013,7,22,,,81.82,,
States,Minnesota,2013,7,296,,,25.34,,
States,Mississippi,2013,7,50,,,8,,
States,Missouri,2013,7,341,,,7.33,,
States,Montana,2013,7,164,,,17.68,,
States,Nebraska,2013,7,114,,,24.56,,
States,Nevada,2013,7,98,,,72.45,,
States,New Hampshire,2013,7,X,,,X,,
States,New Jersey,2013,7,X,,,X,,
States,New Mexico,2013,7,68,,,41.18,,
States,New York,2013,7,1285,,,17.67,,
States,North Carolina,2013,7,21,,,33.33,,
States,North Dakota,2013,7,180,,,25.56,,
States,Ohio,2013,7,122,,,13.11,,
States,Oklahoma,2013,7,173,,,27.17,,
States,Oregon,2013,7,62,,,69.35,,
States,Pennsylvania,2013,7,269,,,32.34,,
States,Rhode Island,2013,7,X,,,X,,
States,South Carolina,2013,7,202,,,14.85,,
States,South Dakota,2013,7,156,,,16.03,,
States,Tennessee,2013,7,79,,,36.71,,
States,Texas,2013,7,1084,,,11.62,,
States,Utah,2013,7,972,,,16.77,,
States,Vermont,2013,7,X,,,X,,
States,Virginia,2013,7,161,,,18.63,,
States,Washington,2013,7,537,,,12.1,,
States,West Virginia,2013,7,403,,,17.37,,
States,Wisconsin,2013,7,86,,,30.23,,
States,Wyoming,2013,7,39,,,28.21,,
States,Puerto Rico,2013,7,20,,,95,,
States,Virgin Islands,2013,7,0,,,0,,
States,New York City,2013,7,X,,,X,,
States,Alabama,2013,8,61,,,1.64,,
States,Alaska,2013,8,78,,,14.1,,
States,Arizona,2013,8,157,,,42.04,,
States,Arkansas,2013,8,104,,,24.04,,
States,California,2013,8,698,,,20.63,,
States,Colorado,2013,8,610,,,12.62,,
States,Connecticut,2013,8,193,,,11.4,,
States,Delaware,2013,8,131,,,51.15,,
States,District of Columbia,2013,8,11,,,90.91,,
States,Florida,2013,8,X,,,X,,
States,Georgia,2013,8,1117,,,17.82,,
States,Hawaii,2013,8,409,,,30.56,,
States,Idaho,2013,8,26,,,84.62,,
States,Illinois,2013,8,77,,,10.39,,
States,Indiana,2013,8,103,,,38.83,,
States,Iowa,2013,8,120,,,35.83,,
States,Kansas,2013,8,X,,,X,,
States,Kentucky,2013,8,48,,,25,,
States,Louisiana,2013,8,225,,,19.11,,
States,Maine,2013,8,16,,,25,,
States,Maryland,2013,8,125,,,42.4,,
States,Massachusetts,2013,8,63,,,22.22,,
States,Michigan,2013,8,X,,,X,,
States,Minnesota,2013,8,258,,,19.38,,
States,Mississippi,2013,8,58,,,20.69,,
States,Missouri,2013,8,360,,,4.72,,
States,Montana,2013,8,131,,,22.9,,
States,Nebraska,2013,8,72,,,8.33,,
States,Nevada,2013,8,52,,,59.62,,
States,New Hampshire,2013,8,10,,,30,,
States,New Jersey,2013,8,X,,,X,,
States,New Mexico,2013,8,48,,,33.33,,
States,New York,2013,8,1148,,,18.64,,
States,North Carolina,2013,8,15,,,33.33,,
States,North Dakota,2013,8,127,,,20.47,,
States,Ohio,2013,8,115,,,34.78,,
States,Oklahoma,2013,8,148,,,20.27,,
States,Oregon,2013,8,52,,,59.62,,
States,Pennsylvania,2013,8,242,,,26.03,,
States,Rhode Island,2013,8,X,,,X,,
States,South Carolina,2013,8,195,,,12.31,,
States,South Dakota,2013,8,174,,,8.05,,
States,Tennessee,2013,8,66,,,24.24,,
States,Texas,2013,8,984,,,13.41,,
States,Utah,2013,8,858,,,14.1,,
States,Vermont,2013,8,11,,,63.64,,
States,Virginia,2013,8,144,,,20.83,,
States,Washington,2013,8,445,,,12.13,,
States,West Virginia,2013,8,354,,,20.62,,
States,Wisconsin,2013,8,110,,,26.36,,
States,Wyoming,2013,8,40,,,25,,
States,Puerto Rico,2013,8,20,,,100,,
States,Virgin Islands,2013,8,0,,,0,,
States,New York City,2013,8,X,,,X,,
States,Alabama,2013,9,70,,,8.57,,
States,Alaska,2013,9,68,,,19.12,,
States,Arizona,2013,9,136,,,28.68,,
States,Arkansas,2013,9,68,,,39.71,,
States,California,2013,9,616,,,16.72,,
States,Colorado,2013,9,466,,,11.16,,
States,Connecticut,2013,9,159,,,22.64,,
States,Delaware,2013,9,127,,,42.52,,
States,District of Columbia,2013,9,X,,,X,,
States,Florida,2013,9,X,,,X,,
States,Georgia,2013,9,1054,,,21.44,,
States,Hawaii,2013,9,380,,,31.84,,
States,Idaho,2013,9,19,,,100,,
States,Illinois,2013,9,82,,,10.98,,
States,Indiana,2013,9,85,,,20,,
States,Iowa,2013,9,101,,,34.65,,
States,Kansas,2013,9,X,,,X,,
States,Kentucky,2013,9,38,,,28.95,,
States,Louisiana,2013,9,182,,,12.64,,
States,Maine,2013,9,12,,,16.67,,
States,Maryland,2013,9,132,,,43.18,,
States,Massachusetts,2013,9,49,,,20.41,,
States,Michigan,2013,9,14,,,71.43,,
States,Minnesota,2013,9,239,,,20.92,,
States,Mississippi,2013,9,57,,,10.53,,
States,Missouri,2013,9,326,,,4.29,,
States,Montana,2013,9,128,,,20.31,,
States,Nebraska,2013,9,56,,,12.5,,
States,Nevada,2013,9,79,,,54.43,,
States,New Hampshire,2013,9,X,,,X,,
States,New Jersey,2013,9,X,,,X,,
States,New Mexico,2013,9,34,,,26.47,,
States,New York,2013,9,1131,,,14.94,,
States,North Carolina,2013,9,25,,,52,,
States,North Dakota,2013,9,158,,,15.19,,
States,Ohio,2013,9,100,,,27,,
States,Oklahoma,2013,9,134,,,20.15,,
States,Oregon,2013,9,35,,,48.57,,
States,Pennsylvania,2013,9,247,,,29.55,,
States,Rhode Island,2013,9,X,,,X,,
States,South Carolina,2013,9,204,,,16.18,,
States,South Dakota,2013,9,161,,,8.7,,
States,Tennessee,2013,9,58,,,27.59,,
States,Texas,2013,9,892,,,12.44,,
States,Utah,2013,9,699,,,12.02,,
States,Vermont,2013,9,X,,,X,,
States,Virginia,2013,9,177,,,22.03,,
States,Washington,2013,9,397,,,9.82,,
States,West Virginia,2013,9,446,,,14.57,,
States,Wisconsin,2013,9,103,,,23.3,,
States,Wyoming,2013,9,22,,,22.73,,
States,Puerto Rico,2013,9,20,,,100,,
States,Virgin Islands,2013,9,0,,,0,,
States,New York City,2013,9,X,,,X,,
States,Alabama,2013,10,74,,,1.35,,
States,Alaska,2013,10,94,,,12.77,,
States,Arizona,2013,10,143,,,27.27,,
States,Arkansas,2013,10,77,,,20.78,,
States,California,2013,10,575,,,14.43,,
States,Colorado,2013,10,417,,,13.91,,
States,Connecticut,2013,10,157,,,20.38,,
States,Delaware,2013,10,106,,,46.23,,
States,District of Columbia,2013,10,X,,,X,,
States,Florida,2013,10,X,,,X,,
States,Georgia,2013,10,1040,,,21.54,,
States,Hawaii,2013,10,409,,,31.05,,
States,Idaho,2013,10,10,,,100,,
States,Illinois,2013,10,60,,,1.67,,
States,Indiana,2013,10,90,,,23.33,,
States,Iowa,2013,10,87,,,37.93,,
States,Kansas,2013,10,X,,,X,,
States,Kentucky,2013,10,35,,,5.71,,
States,Louisiana,2013,10,217,,,10.14,,
States,Maine,2013,10,11,,,27.27,,
States,Maryland,2013,10,135,,,43.7,,
States,Massachusetts,2013,10,38,,,10.53,,
States,Michigan,2013,10,15,,,93.33,,
States,Minnesota,2013,10,258,,,17.83,,
States,Mississippi,2013,10,52,,,13.46,,
States,Missouri,2013,10,314,,,2.87,,
States,Montana,2013,10,97,,,17.53,,
States,Nebraska,2013,10,36,,,11.11,,
States,Nevada,2013,10,46,,,50,,
States,New Hampshire,2013,10,X,,,X,,
States,New Jersey,2013,10,X,,,X,,
States,New Mexico,2013,10,29,,,10.34,,
States,New York,2013,10,1008,,,14.68,,
States,North Carolina,2013,10,15,,,73.33,,
States,North Dakota,2013,10,133,,,14.29,,
States,Ohio,2013,10,92,,,21.74,,
States,Oklahoma,2013,10,114,,,20.18,,
States,Oregon,2013,10,37,,,13.51,,
States,Pennsylvania,2013,10,246,,,28.86,,
States,Rhode Island,2013,10,X,,,X,,
States,South Carolina,2013,10,207,,,12.56,,
States,South Dakota,2013,10,149,,,14.77,,
States,Tennessee,2013,10,51,,,23.53,,
States,Texas,2013,10,976,,,11.07,,
States,Utah,2013,10,653,,,11.64,,
States,Vermont,2013,10,X,,,X,,
States,Virginia,2013,10,130,,,16.15,,
States,Washington,2013,10,377,,,6.63,,
States,West Virginia,2013,10,519,,,25.43,,
States,Wisconsin,2013,10,84,,,33.33,,
States,Wyoming,2013,10,22,,,13.64,,
States,Puerto Rico,2013,10,16,,,93.75,,
States,Virgin Islands,2013,10,0,,,0,,
States,New York City,2013,10,X,,,X,,
States,Alabama,2013,11,62,,,4.84,,
States,Alaska,2013,11,69,,,15.94,,
States,Arizona,2013,11,97,,,20.62,,
States,Arkansas,2013,11,73,,,23.29,,
States,California,2013,11,552,,,13.59,,
States,Colorado,2013,11,392,,,9.69,,
States,Connecticut,2013,11,181,,,9.39,,
States,Delaware,2013,11,135,,,54.07,,
States,District of Columbia,2013,11,11,,,54.55,,
States,Florida,2013,11,X,,,X,,
States,Georgia,2013,11,965,,,15.96,,
States,Hawaii,2013,11,403,,,27.3,,
States,Idaho,2013,11,12,,,91.67,,
States,Illinois,2013,11,78,,,14.1,,
States,Indiana,2013,11,82,,,21.95,,
States,Iowa,2013,11,69,,,14.49,,
States,Kansas,2013,11,X,,,X,,
States,Kentucky,2013,11,39,,,25.64,,
States,Louisiana,2013,11,196,,,10.71,,
States,Maine,2013,11,X,,,X,,
States,Maryland,2013,11,100,,,51,,
States,Massachusetts,2013,11,63,,,14.29,,
States,Michigan,2013,11,X,,,X,,
States,Minnesota,2013,11,211,,,15.64,,
States,Mississippi,2013,11,40,,,12.5,,
States,Missouri,2013,11,282,,,8.16,,
States,Montana,2013,11,80,,,22.5,,
States,Nebraska,2013,11,49,,,6.12,,
States,Nevada,2013,11,37,,,54.05,,
States,New Hampshire,2013,11,X,,,X,,
States,New Jersey,2013,11,X,,,X,,
States,New Mexico,2013,11,26,,,19.23,,
States,New York,2013,11,1066,,,15.67,,
States,North Carolina,2013,11,22,,,68.18,,
States,North Dakota,2013,11,92,,,11.96,,
States,Ohio,2013,11,81,,,33.33,,
States,Oklahoma,2013,11,90,,,11.11,,
States,Oregon,2013,11,37,,,13.51,,
States,Pennsylvania,2013,11,235,,,25.53,,
States,Rhode Island,2013,11,X,,,X,,
States,South Carolina,2013,11,217,,,17.51,,
States,South Dakota,2013,11,147,,,15.65,,
States,Tennessee,2013,11,42,,,33.33,,
States,Texas,2013,11,812,,,9.36,,
States,Utah,2013,11,568,,,7.75,,
States,Vermont,2013,11,X,,,X,,
States,Virginia,2013,11,129,,,13.18,,
States,Washington,2013,11,383,,,8.62,,
States,West Virginia,2013,11,517,,,21.28,,
States,Wisconsin,2013,11,73,,,21.92,,
States,Wyoming,2013,11,13,,,15.38,,
States,Puerto Rico,2013,11,12,,,83.33,,
States,Virgin Islands,2013,11,0,,,0,,
States,New York City,2013,11,X,,,X,,
States,Alabama,2013,12,64,,,1.56,,
States,Alaska,2013,12,68,,,13.24,,
States,Arizona,2013,12,106,,,16.98,,
States,Arkansas,2013,12,52,,,17.31,,
States,California,2013,12,423,,,9.22,,
States,Colorado,2013,12,316,,,9.81,,
States,Connecticut,2013,12,177,,,11.3,,
States,Delaware,2013,12,111,,,43.24,,
States,District of Columbia,2013,12,X,,,X,,
States,Florida,2013,12,X,,,X,,
States,Georgia,2013,12,828,,,18.96,,
States,Hawaii,2013,12,439,,,25.97,,
States,Idaho,2013,12,16,,,62.5,,
States,Illinois,2013,12,61,,,6.56,,
States,Indiana,2013,12,81,,,8.64,,
States,Iowa,2013,12,65,,,18.46,,
States,Kansas,2013,12,X,,,X,,
States,Kentucky,2013,12,38,,,2.63,,
States,Louisiana,2013,12,198,,,8.08,,
States,Maine,2013,12,X,,,X,,
States,Maryland,2013,12,99,,,51.52,,
States,Massachusetts,2013,12,46,,,13.04,,
States,Michigan,2013,12,X,,,X,,
States,Minnesota,2013,12,192,,,17.71,,
States,Mississippi,2013,12,61,,,16.39,,
States,Missouri,2013,12,251,,,7.97,,
